TOP.5cf3e4ab.000bdf9c	START
TOP.5cf3eedc.0000ea19	user_options->speed_only	0
TOP.5cf3eedc.0000ea19	user_options->spin_damp	8
TOP.5cf3eedc.0000ea19	user_options->status	0
TOP.5cf3eedc.0000ea19	user_options->status_timer	10
TOP.5cf3eedc.0000ea19	user_options->stdout_flag	0
TOP.5cf3eedc.0000ea19	user_options->usage	0
TOP.5cf3eedc.0000ea19	user_options->username	0
TOP.5cf3eedc.0000ea19	user_options->veracrypt_pim	0
TOP.5cf3eedc.0000ea19	user_options->version	0
TOP.5cf3eedc.0000ea19	user_options->workload_profile	2
TOP.5cf3eedc.0000ea19	user_options->brain_client	0
TOP.5cf3eedc.0000ea19	user_options->brain_client_features	2
TOP.5cf3eedc.0000ea19	user_options->brain_server	0
TOP.5cf3eedc.0000ea19	user_options->brain_port	6863
TOP.5cf3eedc.0000ea19	user_options->brain_session	0
TOP.5cf3eedc.0000ea19	hashes->hashlist_mode	5
TOP.5cf3eedc.0000ea19	hashes->hashlist_format	0
TOP.5cf3eedc.0000ea19	hashes->hashes_cnt	0
TOP.5cf3eedc.0000ea19	hashes->digests_cnt	1
TOP.5cf3eedc.0000ea19	hashes->digests_done	0
TOP.5cf3eedc.0000ea19	hashes->salts_cnt	1
TOP.5cf3eedc.0000ea19	hashes->salts_done	0
TOP.5cf3eedc.0000ea19	SUB.5cf3eedd.00011be9	START
TOP.5cf3eedc.0000ea19	SUB.5cf3eedd.00011be9	straight_ctx->dict	dictionary.txt
TOP.5cf3eedc.0000ea19	SUB.5cf3eedd.00011be9	runtime_start	1559490269
TOP.5cf3eedc.0000ea19	SUB.5cf3eedd.00011be9	runtime_stop	1559490269
TOP.5cf3eedc.0000ea19	SUB.5cf3eedd.00011be9	status-after-work	5
TOP.5cf3eedc.0000ea19	SUB.5cf3eedd.00011be9	STOP
TOP.5cf3eedc.0000ea19	proc_start	1559490268
TOP.5cf3eedc.0000ea19	proc_stop	1559490271
TOP.5cf3eedc.0000ea19	STOP
TOP.5cf3eef6.0008ae4a	START
TOP.5cf3eef6.0008ae4a	user_options->separator	:
TOP.5cf3eef6.0008ae4a	user_options->encoding_from	utf-8
TOP.5cf3eef6.0008ae4a	user_options->encoding_to	utf-8
TOP.5cf3eef6.0008ae4a	user_options->rule_buf_l	:
TOP.5cf3eef6.0008ae4a	user_options->rule_buf_r	:
TOP.5cf3eef6.0008ae4a	user_options->session	hashcat
TOP.5cf3eef6.0008ae4a	user_options->limit	0
TOP.5cf3eef6.0008ae4a	user_options->skip	0
TOP.5cf3eef6.0008ae4a	user_options->attack_mode	0
TOP.5cf3eef6.0008ae4a	user_options->benchmark	0
TOP.5cf3eef6.0008ae4a	user_options->benchmark_all	0
TOP.5cf3eef6.0008ae4a	user_options->bitmap_max	18
TOP.5cf3eef6.0008ae4a	user_options->bitmap_min	16
TOP.5cf3eef6.0008ae4a	user_options->debug_mode	0
TOP.5cf3eef6.0008ae4a	user_options->example_hashes	0
TOP.5cf3eef6.0008ae4a	user_options->force	0
TOP.5cf3eef6.0008ae4a	user_options->hwmon_disable	0
TOP.5cf3eef6.0008ae4a	user_options->hwmon_temp_abort	90
TOP.5cf3eef6.0008ae4a	user_options->hash_mode	0
TOP.5cf3eef6.0008ae4a	user_options->hex_charset	0
TOP.5cf3eef6.0008ae4a	user_options->hex_salt	0
TOP.5cf3eef6.0008ae4a	user_options->hex_wordlist	0
TOP.5cf3eef6.0008ae4a	user_options->increment	0
TOP.5cf3eef6.0008ae4a	user_options->increment_max	256
TOP.5cf3eef6.0008ae4a	user_options->increment_min	1
TOP.5cf3eef6.0008ae4a	user_options->keep_guessing	0
TOP.5cf3eef6.0008ae4a	user_options->kernel_accel	0
TOP.5cf3eef6.0008ae4a	user_options->kernel_loops	0
TOP.5cf3eef6.0008ae4a	user_options->kernel_threads	0
TOP.5cf3eef6.0008ae4a	user_options->keyspace	0
TOP.5cf3eef6.0008ae4a	user_options->left	0
TOP.5cf3eef6.0008ae4a	user_options->logfile_disable	0
TOP.5cf3eef6.0008ae4a	user_options->loopback	0
TOP.5cf3eef6.0008ae4a	user_options->machine_readable	0
TOP.5cf3eef6.0008ae4a	user_options->markov_classic	0
TOP.5cf3eef6.0008ae4a	user_options->markov_disable	0
TOP.5cf3eef6.0008ae4a	user_options->markov_threshold	256
TOP.5cf3eef6.0008ae4a	user_options->opencl_info	0
TOP.5cf3eef6.0008ae4a	user_options->opencl_vector_width	0
TOP.5cf3eef6.0008ae4a	user_options->optimized_kernel_enable	0
TOP.5cf3eef6.0008ae4a	user_options->outfile_autohex	1
TOP.5cf3eef6.0008ae4a	user_options->outfile_check_timer	5
TOP.5cf3eef6.0008ae4a	user_options->outfile_format	3
TOP.5cf3eef6.0008ae4a	user_options->wordlist_autohex_disable	0
TOP.5cf3eef6.0008ae4a	user_options->potfile_disable	0
TOP.5cf3eef6.0008ae4a	user_options->progress_only	0
TOP.5cf3eef6.0008ae4a	user_options->quiet	0
TOP.5cf3eef6.0008ae4a	user_options->remove	0
TOP.5cf3eef6.0008ae4a	user_options->remove_timer	60
TOP.5cf3eef6.0008ae4a	user_options->restore	0
TOP.5cf3eef6.0008ae4a	user_options->restore_disable	0
TOP.5cf3eef6.0008ae4a	user_options->restore_timer	60
TOP.5cf3eef6.0008ae4a	user_options->rp_files_cnt	0
TOP.5cf3eef6.0008ae4a	user_options->rp_gen	0
TOP.5cf3eef6.0008ae4a	user_options->rp_gen_func_max	4
TOP.5cf3eef6.0008ae4a	user_options->rp_gen_func_min	1
TOP.5cf3eef6.0008ae4a	user_options->rp_gen_seed	0
TOP.5cf3eef6.0008ae4a	user_options->runtime	0
TOP.5cf3eef6.0008ae4a	user_options->scrypt_tmto	0
TOP.5cf3eef6.0008ae4a	user_options->segment_size	33554432
TOP.5cf3eef6.0008ae4a	user_options->self_test_disable	0
TOP.5cf3eef6.0008ae4a	user_options->slow_candidates	0
TOP.5cf3eef6.0008ae4a	user_options->show	0
TOP.5cf3eef6.0008ae4a	user_options->speed_only	0
TOP.5cf3eef6.0008ae4a	user_options->spin_damp	8
TOP.5cf3eef6.0008ae4a	user_options->status	0
TOP.5cf3eef6.0008ae4a	user_options->status_timer	10
TOP.5cf3eef6.0008ae4a	user_options->stdout_flag	0
TOP.5cf3eef6.0008ae4a	user_options->usage	0
TOP.5cf3eef6.0008ae4a	user_options->username	0
TOP.5cf3eef6.0008ae4a	user_options->veracrypt_pim	0
TOP.5cf3eef6.0008ae4a	user_options->version	0
TOP.5cf3eef6.0008ae4a	user_options->workload_profile	2
TOP.5cf3eef6.0008ae4a	user_options->brain_client	0
TOP.5cf3eef6.0008ae4a	user_options->brain_client_features	2
TOP.5cf3eef6.0008ae4a	user_options->brain_server	0
TOP.5cf3eef6.0008ae4a	user_options->brain_port	6863
TOP.5cf3eef6.0008ae4a	user_options->brain_session	0
TOP.5cf3eef6.0008ae4a	proc_start	1559490294
TOP.5cf3eef6.0008ae4a	proc_stop	1559490295
TOP.5cf3eef6.0008ae4a	STOP
TOP.5cf3ef6b.00052854	START
TOP.5cf3ef6b.00052854	user_options->separator	:
TOP.5cf3ef6b.00052854	user_options->encoding_from	utf-8
TOP.5cf3ef6b.00052854	user_options->encoding_to	utf-8
TOP.5cf3ef6b.00052854	user_options->rule_buf_l	:
TOP.5cf3ef6b.00052854	user_options->rule_buf_r	:
TOP.5cf3ef6b.00052854	user_options->session	hashcat
TOP.5cf3ef6b.00052854	user_options->limit	0
TOP.5cf3ef6b.00052854	user_options->skip	0
TOP.5cf3ef6b.00052854	user_options->attack_mode	0
TOP.5cf3ef6b.00052854	user_options->benchmark	0
TOP.5cf3ef6b.00052854	user_options->benchmark_all	0
TOP.5cf3ef6b.00052854	user_options->bitmap_max	18
TOP.5cf3ef6b.00052854	user_options->bitmap_min	16
TOP.5cf3ef6b.00052854	user_options->debug_mode	0
TOP.5cf3ef6b.00052854	user_options->example_hashes	0
TOP.5cf3ef6b.00052854	user_options->force	0
TOP.5cf3ef6b.00052854	user_options->hwmon_disable	0
TOP.5cf3ef6b.00052854	user_options->hwmon_temp_abort	90
TOP.5cf3ef6b.00052854	user_options->hash_mode	0
TOP.5cf3ef6b.00052854	user_options->hex_charset	0
TOP.5cf3ef6b.00052854	user_options->hex_salt	0
TOP.5cf3ef6b.00052854	user_options->hex_wordlist	0
TOP.5cf3ef6b.00052854	user_options->increment	0
TOP.5cf3ef6b.00052854	user_options->increment_max	256
TOP.5cf3ef6b.00052854	user_options->increment_min	1
TOP.5cf3ef6b.00052854	user_options->keep_guessing	0
TOP.5cf3ef6b.00052854	user_options->kernel_accel	0
TOP.5cf3ef6b.00052854	user_options->kernel_loops	0
TOP.5cf3ef6b.00052854	user_options->kernel_threads	0
TOP.5cf3ef6b.00052854	user_options->keyspace	0
TOP.5cf3ef6b.00052854	user_options->left	0
TOP.5cf3ef6b.00052854	user_options->logfile_disable	0
TOP.5cf3ef6b.00052854	user_options->loopback	0
TOP.5cf3ef6b.00052854	user_options->machine_readable	0
TOP.5cf3ef6b.00052854	user_options->markov_classic	0
TOP.5cf3ef6b.00052854	user_options->markov_disable	0
TOP.5cf3ef6b.00052854	user_options->markov_threshold	256
TOP.5cf3ef6b.00052854	user_options->opencl_info	0
TOP.5cf3ef6b.00052854	user_options->opencl_vector_width	0
TOP.5cf3ef6b.00052854	user_options->optimized_kernel_enable	0
TOP.5cf3ef6b.00052854	user_options->outfile_autohex	1
TOP.5cf3ef6b.00052854	user_options->outfile_check_timer	5
TOP.5cf3ef6b.00052854	user_options->outfile_format	3
TOP.5cf3ef6b.00052854	user_options->wordlist_autohex_disable	0
TOP.5cf3ef6b.00052854	user_options->potfile_disable	0
TOP.5cf3ef6b.00052854	user_options->progress_only	0
TOP.5cf3ef6b.00052854	user_options->quiet	0
TOP.5cf3ef6b.00052854	user_options->remove	0
TOP.5cf3ef6b.00052854	user_options->remove_timer	60
TOP.5cf3ef6b.00052854	user_options->restore	0
TOP.5cf3ef6b.00052854	user_options->restore_disable	0
TOP.5cf3ef6b.00052854	user_options->restore_timer	60
TOP.5cf3ef6b.00052854	user_options->rp_files_cnt	0
TOP.5cf3ef6b.00052854	user_options->rp_gen	0
TOP.5cf3ef6b.00052854	user_options->rp_gen_func_max	4
TOP.5cf3ef6b.00052854	user_options->rp_gen_func_min	1
TOP.5cf3ef6b.00052854	user_options->rp_gen_seed	0
TOP.5cf3ef6b.00052854	user_options->runtime	0
TOP.5cf3ef6b.00052854	user_options->scrypt_tmto	0
TOP.5cf3ef6b.00052854	user_options->segment_size	33554432
TOP.5cf3ef6b.00052854	user_options->self_test_disable	0
TOP.5cf3ef6b.00052854	user_options->slow_candidates	0
TOP.5cf3ef6b.00052854	user_options->show	0
TOP.5cf3ef6b.00052854	user_options->speed_only	0
TOP.5cf3ef6b.00052854	user_options->spin_damp	8
TOP.5cf3ef6b.00052854	user_options->status	0
TOP.5cf3ef6b.00052854	user_options->status_timer	10
TOP.5cf3ef6b.00052854	user_options->stdout_flag	0
TOP.5cf3ef6b.00052854	user_options->usage	0
TOP.5cf3ef6b.00052854	user_options->username	0
TOP.5cf3ef6b.00052854	user_options->veracrypt_pim	0
TOP.5cf3ef6b.00052854	user_options->version	0
TOP.5cf3ef6b.00052854	user_options->workload_profile	2
TOP.5cf3ef6b.00052854	user_options->brain_client	0
TOP.5cf3ef6b.00052854	user_options->brain_client_features	2
TOP.5cf3ef6b.00052854	user_options->brain_server	0
TOP.5cf3ef6b.00052854	user_options->brain_port	6863
TOP.5cf3ef6b.00052854	user_options->brain_session	0
TOP.5cf3ef6b.00052854	hashes->hashlist_mode	5
TOP.5cf3ef6b.00052854	hashes->hashlist_format	0
TOP.5cf3ef6b.00052854	hashes->hashes_cnt	0
TOP.5cf3ef6b.00052854	hashes->digests_cnt	1
TOP.5cf3ef6b.00052854	hashes->digests_done	0
TOP.5cf3ef6b.00052854	hashes->salts_cnt	1
TOP.5cf3ef6b.00052854	hashes->salts_done	0
TOP.5cf3ef6b.00052854	SUB.5cf3ef6c.0007e325	START
TOP.5cf3ef6b.00052854	SUB.5cf3ef6c.0007e325	straight_ctx->dict	dictionary.txt
TOP.5cf3ef6b.00052854	SUB.5cf3ef6c.0007e325	runtime_start	1559490412
TOP.5cf3ef6b.00052854	SUB.5cf3ef6c.0007e325	runtime_stop	1559490412
TOP.5cf3ef6b.00052854	SUB.5cf3ef6c.0007e325	status-after-work	6
TOP.5cf3ef6b.00052854	SUB.5cf3ef6c.0007e325	STOP
TOP.5cf3ef6b.00052854	proc_start	1559490411
TOP.5cf3ef6b.00052854	proc_stop	1559490413
TOP.5cf3ef6b.00052854	STOP
TOP.5cf3ef9a.000e636f	START
TOP.5cf3ef9a.000e636f	user_options->separator	:
TOP.5cf3ef9a.000e636f	user_options->encoding_from	utf-8
TOP.5cf3ef9a.000e636f	user_options->encoding_to	utf-8
TOP.5cf3ef9a.000e636f	user_options->rule_buf_l	:
TOP.5cf3ef9a.000e636f	user_options->rule_buf_r	:
TOP.5cf3ef9a.000e636f	user_options->session	hashcat
TOP.5cf3ef9a.000e636f	user_options->limit	0
TOP.5cf3ef9a.000e636f	user_options->skip	0
TOP.5cf3ef9a.000e636f	user_options->attack_mode	0
TOP.5cf3ef9a.000e636f	user_options->benchmark	0
TOP.5cf3ef9a.000e636f	user_options->benchmark_all	0
TOP.5cf3ef9a.000e636f	user_options->bitmap_max	18
TOP.5cf3ef9a.000e636f	user_options->bitmap_min	16
TOP.5cf3ef9a.000e636f	user_options->debug_mode	0
TOP.5cf3ef9a.000e636f	user_options->example_hashes	0
TOP.5cf3ef9a.000e636f	user_options->force	0
TOP.5cf3ef9a.000e636f	user_options->hwmon_disable	0
TOP.5cf3ef9a.000e636f	user_options->hwmon_temp_abort	90
TOP.5cf3ef9a.000e636f	user_options->hash_mode	1400
TOP.5cf3ef9a.000e636f	user_options->hex_charset	0
TOP.5cf3ef9a.000e636f	user_options->hex_salt	0
TOP.5cf3ef9a.000e636f	user_options->hex_wordlist	0
TOP.5cf3ef9a.000e636f	user_options->increment	0
TOP.5cf3ef9a.000e636f	user_options->increment_max	256
TOP.5cf3ef9a.000e636f	user_options->increment_min	1
TOP.5cf3ef9a.000e636f	user_options->keep_guessing	0
TOP.5cf3ef9a.000e636f	user_options->kernel_accel	0
TOP.5cf3ef9a.000e636f	user_options->kernel_loops	0
TOP.5cf3ef9a.000e636f	user_options->kernel_threads	0
TOP.5cf3ef9a.000e636f	user_options->keyspace	0
TOP.5cf3ef9a.000e636f	user_options->left	0
TOP.5cf3ef9a.000e636f	user_options->logfile_disable	0
TOP.5cf3ef9a.000e636f	user_options->loopback	0
TOP.5cf3ef9a.000e636f	user_options->machine_readable	0
TOP.5cf3ef9a.000e636f	user_options->markov_classic	0
TOP.5cf3ef9a.000e636f	user_options->markov_disable	0
TOP.5cf3ef9a.000e636f	user_options->markov_threshold	256
TOP.5cf3ef9a.000e636f	user_options->opencl_info	0
TOP.5cf3ef9a.000e636f	user_options->opencl_vector_width	0
TOP.5cf3ef9a.000e636f	user_options->optimized_kernel_enable	0
TOP.5cf3ef9a.000e636f	user_options->outfile_autohex	1
TOP.5cf3ef9a.000e636f	user_options->outfile_check_timer	5
TOP.5cf3ef9a.000e636f	user_options->outfile_format	3
TOP.5cf3ef9a.000e636f	user_options->wordlist_autohex_disable	0
TOP.5cf3ef9a.000e636f	user_options->potfile_disable	0
TOP.5cf3ef9a.000e636f	user_options->progress_only	0
TOP.5cf3ef9a.000e636f	user_options->quiet	0
TOP.5cf3ef9a.000e636f	user_options->remove	0
TOP.5cf3ef9a.000e636f	user_options->remove_timer	60
TOP.5cf3ef9a.000e636f	user_options->restore	0
TOP.5cf3ef9a.000e636f	user_options->restore_disable	0
TOP.5cf3ef9a.000e636f	user_options->restore_timer	60
TOP.5cf3ef9a.000e636f	user_options->rp_files_cnt	0
TOP.5cf3ef9a.000e636f	user_options->rp_gen	0
TOP.5cf3ef9a.000e636f	user_options->rp_gen_func_max	4
TOP.5cf3ef9a.000e636f	user_options->rp_gen_func_min	1
TOP.5cf3ef9a.000e636f	user_options->rp_gen_seed	0
TOP.5cf3ef9a.000e636f	user_options->runtime	0
TOP.5cf3ef9a.000e636f	user_options->scrypt_tmto	0
TOP.5cf3ef9a.000e636f	user_options->segment_size	33554432
TOP.5cf3ef9a.000e636f	user_options->self_test_disable	0
TOP.5cf3ef9a.000e636f	user_options->slow_candidates	0
TOP.5cf3ef9a.000e636f	user_options->show	0
TOP.5cf3ef9a.000e636f	user_options->speed_only	0
TOP.5cf3ef9a.000e636f	user_options->spin_damp	8
TOP.5cf3ef9a.000e636f	user_options->status	0
TOP.5cf3ef9a.000e636f	user_options->status_timer	10
TOP.5cf3ef9a.000e636f	user_options->stdout_flag	0
TOP.5cf3ef9a.000e636f	user_options->usage	0
TOP.5cf3ef9a.000e636f	user_options->username	0
TOP.5cf3ef9a.000e636f	user_options->veracrypt_pim	0
TOP.5cf3ef9a.000e636f	user_options->version	0
TOP.5cf3ef9a.000e636f	user_options->workload_profile	2
TOP.5cf3ef9a.000e636f	user_options->brain_client	0
TOP.5cf3ef9a.000e636f	user_options->brain_client_features	2
TOP.5cf3ef9a.000e636f	user_options->brain_server	0
TOP.5cf3ef9a.000e636f	user_options->brain_port	6863
TOP.5cf3ef9a.000e636f	user_options->brain_session	0
TOP.5cf3ef9a.000e636f	hashes->hashlist_mode	5
TOP.5cf3ef9a.000e636f	hashes->hashlist_format	0
TOP.5cf3ef9a.000e636f	hashes->hashes_cnt	0
TOP.5cf3ef9a.000e636f	hashes->digests_cnt	1
TOP.5cf3ef9a.000e636f	hashes->digests_done	0
TOP.5cf3ef9a.000e636f	hashes->salts_cnt	1
TOP.5cf3ef9a.000e636f	hashes->salts_done	0
TOP.5cf3ef9a.000e636f	SUB.5cf3ef9b.000d9d92	START
TOP.5cf3ef9a.000e636f	SUB.5cf3ef9b.000d9d92	straight_ctx->dict	dictionary.txt
TOP.5cf3ef9a.000e636f	SUB.5cf3ef9b.000d9d92	runtime_start	1559490460
TOP.5cf3ef9a.000e636f	SUB.5cf3ef9b.000d9d92	runtime_stop	1559490460
TOP.5cf3ef9a.000e636f	SUB.5cf3ef9b.000d9d92	status-after-work	5
TOP.5cf3ef9a.000e636f	SUB.5cf3ef9b.000d9d92	STOP
TOP.5cf3ef9a.000e636f	proc_start	1559490458
TOP.5cf3ef9a.000e636f	proc_stop	1559490461
TOP.5cf3ef9a.000e636f	STOP
TOP.5cf3efb4.00039d07	START
TOP.5cf3efb4.00039d07	user_options->separator	:
TOP.5cf3efb4.00039d07	user_options->encoding_from	utf-8
TOP.5cf3efb4.00039d07	user_options->encoding_to	utf-8
TOP.5cf3efb4.00039d07	user_options->rule_buf_l	:
TOP.5cf3efb4.00039d07	user_options->rule_buf_r	:
TOP.5cf3efb4.00039d07	user_options->session	hashcat
TOP.5cf3efb4.00039d07	user_options->limit	0
TOP.5cf3efb4.00039d07	user_options->skip	0
TOP.5cf3efb4.00039d07	user_options->attack_mode	0
TOP.5cf3efb4.00039d07	user_options->benchmark	0
TOP.5cf3efb4.00039d07	user_options->benchmark_all	0
TOP.5cf3efb4.00039d07	user_options->bitmap_max	18
TOP.5cf3efb4.00039d07	user_options->bitmap_min	16
TOP.5cf3efb4.00039d07	user_options->debug_mode	0
TOP.5cf3efb4.00039d07	user_options->example_hashes	0
TOP.5cf3efb4.00039d07	user_options->force	0
TOP.5cf3efb4.00039d07	user_options->hwmon_disable	0
TOP.5cf3efb4.00039d07	user_options->hwmon_temp_abort	90
TOP.5cf3efb4.00039d07	user_options->hash_mode	1400
TOP.5cf3efb4.00039d07	user_options->hex_charset	0
TOP.5cf3efb4.00039d07	user_options->hex_salt	0
TOP.5cf3efb4.00039d07	user_options->hex_wordlist	0
TOP.5cf3efb4.00039d07	user_options->increment	0
TOP.5cf3efb4.00039d07	user_options->increment_max	256
TOP.5cf3efb4.00039d07	user_options->increment_min	1
TOP.5cf3efb4.00039d07	user_options->keep_guessing	0
TOP.5cf3efb4.00039d07	user_options->kernel_accel	0
TOP.5cf3efb4.00039d07	user_options->kernel_loops	0
TOP.5cf3efb4.00039d07	user_options->kernel_threads	0
TOP.5cf3efb4.00039d07	user_options->keyspace	0
TOP.5cf3efb4.00039d07	user_options->left	0
TOP.5cf3efb4.00039d07	user_options->logfile_disable	0
TOP.5cf3efb4.00039d07	user_options->loopback	0
TOP.5cf3efb4.00039d07	user_options->machine_readable	0
TOP.5cf3efb4.00039d07	user_options->markov_classic	0
TOP.5cf3efb4.00039d07	user_options->markov_disable	0
TOP.5cf3efb4.00039d07	user_options->markov_threshold	256
TOP.5cf3efb4.00039d07	user_options->opencl_info	0
TOP.5cf3efb4.00039d07	user_options->opencl_vector_width	0
TOP.5cf3efb4.00039d07	user_options->optimized_kernel_enable	1
TOP.5cf3efb4.00039d07	user_options->outfile_autohex	1
TOP.5cf3efb4.00039d07	user_options->outfile_check_timer	5
TOP.5cf3efb4.00039d07	user_options->outfile_format	3
TOP.5cf3efb4.00039d07	user_options->wordlist_autohex_disable	0
TOP.5cf3efb4.00039d07	user_options->potfile_disable	0
TOP.5cf3efb4.00039d07	user_options->progress_only	0
TOP.5cf3efb4.00039d07	user_options->quiet	0
TOP.5cf3efb4.00039d07	user_options->remove	0
TOP.5cf3efb4.00039d07	user_options->remove_timer	60
TOP.5cf3efb4.00039d07	user_options->restore	0
TOP.5cf3efb4.00039d07	user_options->restore_disable	0
TOP.5cf3efb4.00039d07	user_options->restore_timer	60
TOP.5cf3efb4.00039d07	user_options->rp_files_cnt	0
TOP.5cf3efb4.00039d07	user_options->rp_gen	0
TOP.5cf3efb4.00039d07	user_options->rp_gen_func_max	4
TOP.5cf3efb4.00039d07	user_options->rp_gen_func_min	1
TOP.5cf3efb4.00039d07	user_options->rp_gen_seed	0
TOP.5cf3efb4.00039d07	user_options->runtime	0
TOP.5cf3efb4.00039d07	user_options->scrypt_tmto	0
TOP.5cf3efb4.00039d07	user_options->segment_size	33554432
TOP.5cf3efb4.00039d07	user_options->self_test_disable	0
TOP.5cf3efb4.00039d07	user_options->slow_candidates	0
TOP.5cf3efb4.00039d07	user_options->show	0
TOP.5cf3efb4.00039d07	user_options->speed_only	0
TOP.5cf3efb4.00039d07	user_options->spin_damp	8
TOP.5cf3efb4.00039d07	user_options->status	0
TOP.5cf3efb4.00039d07	user_options->status_timer	10
TOP.5cf3efb4.00039d07	user_options->stdout_flag	0
TOP.5cf3efb4.00039d07	user_options->usage	0
TOP.5cf3efb4.00039d07	user_options->username	0
TOP.5cf3efb4.00039d07	user_options->veracrypt_pim	0
TOP.5cf3efb4.00039d07	user_options->version	0
TOP.5cf3efb4.00039d07	user_options->workload_profile	2
TOP.5cf3efb4.00039d07	user_options->brain_client	0
TOP.5cf3efb4.00039d07	user_options->brain_client_features	2
TOP.5cf3efb4.00039d07	user_options->brain_server	0
TOP.5cf3efb4.00039d07	user_options->brain_port	6863
TOP.5cf3efb4.00039d07	user_options->brain_session	0
TOP.5cf3efb4.00039d07	hashes->hashlist_mode	5
TOP.5cf3efb4.00039d07	hashes->hashlist_format	0
TOP.5cf3efb4.00039d07	hashes->hashes_cnt	0
TOP.5cf3efb4.00039d07	hashes->digests_cnt	1
TOP.5cf3efb4.00039d07	hashes->digests_done	0
TOP.5cf3efb4.00039d07	hashes->salts_cnt	1
TOP.5cf3efb4.00039d07	hashes->salts_done	0
TOP.5cf3efb4.00039d07	SUB.5cf3efbb.0009dab4	START
TOP.5cf3efb4.00039d07	SUB.5cf3efbb.0009dab4	straight_ctx->dict	dictionary.txt
TOP.5cf3efb4.00039d07	SUB.5cf3efbb.0009dab4	runtime_start	1559490492
TOP.5cf3efb4.00039d07	SUB.5cf3efbb.0009dab4	runtime_stop	1559490492
TOP.5cf3efb4.00039d07	SUB.5cf3efbb.0009dab4	status-after-work	5
TOP.5cf3efb4.00039d07	SUB.5cf3efbb.0009dab4	STOP
TOP.5cf3efb4.00039d07	proc_start	1559490484
TOP.5cf3efb4.00039d07	proc_stop	1559490493
TOP.5cf3efb4.00039d07	STOP
TOP.5cf3f000.000edd26	START
TOP.5cf3f000.000edd26	user_options->separator	:
TOP.5cf3f000.000edd26	user_options->encoding_from	utf-8
TOP.5cf3f000.000edd26	user_options->encoding_to	utf-8
TOP.5cf3f000.000edd26	user_options->rule_buf_l	:
TOP.5cf3f000.000edd26	user_options->rule_buf_r	:
TOP.5cf3f000.000edd26	user_options->session	hashcat
TOP.5cf3f000.000edd26	user_options->limit	0
TOP.5cf3f000.000edd26	user_options->skip	0
TOP.5cf3f000.000edd26	user_options->attack_mode	0
TOP.5cf3f000.000edd26	user_options->benchmark	0
TOP.5cf3f000.000edd26	user_options->benchmark_all	0
TOP.5cf3f000.000edd26	user_options->bitmap_max	18
TOP.5cf3f000.000edd26	user_options->bitmap_min	16
TOP.5cf3f000.000edd26	user_options->debug_mode	0
TOP.5cf3f000.000edd26	user_options->example_hashes	0
TOP.5cf3f000.000edd26	user_options->force	0
TOP.5cf3f000.000edd26	user_options->hwmon_disable	0
TOP.5cf3f000.000edd26	user_options->hwmon_temp_abort	90
TOP.5cf3f000.000edd26	user_options->hash_mode	100
TOP.5cf3f000.000edd26	user_options->hex_charset	0
TOP.5cf3f000.000edd26	user_options->hex_salt	0
TOP.5cf3f000.000edd26	user_options->hex_wordlist	0
TOP.5cf3f000.000edd26	user_options->increment	0
TOP.5cf3f000.000edd26	user_options->increment_max	256
TOP.5cf3f000.000edd26	user_options->increment_min	1
TOP.5cf3f000.000edd26	user_options->keep_guessing	0
TOP.5cf3f000.000edd26	user_options->kernel_accel	0
TOP.5cf3f000.000edd26	user_options->kernel_loops	0
TOP.5cf3f000.000edd26	user_options->kernel_threads	0
TOP.5cf3f000.000edd26	user_options->keyspace	0
TOP.5cf3f000.000edd26	user_options->left	0
TOP.5cf3f000.000edd26	user_options->logfile_disable	0
TOP.5cf3f000.000edd26	user_options->loopback	0
TOP.5cf3f000.000edd26	user_options->machine_readable	0
TOP.5cf3f000.000edd26	user_options->markov_classic	0
TOP.5cf3f000.000edd26	user_options->markov_disable	0
TOP.5cf3f000.000edd26	user_options->markov_threshold	256
TOP.5cf3f000.000edd26	user_options->opencl_info	0
TOP.5cf3f000.000edd26	user_options->opencl_vector_width	0
TOP.5cf3f000.000edd26	user_options->optimized_kernel_enable	0
TOP.5cf3f000.000edd26	user_options->outfile_autohex	1
TOP.5cf3f000.000edd26	user_options->outfile_check_timer	5
TOP.5cf3f000.000edd26	user_options->outfile_format	3
TOP.5cf3f000.000edd26	user_options->wordlist_autohex_disable	0
TOP.5cf3f000.000edd26	user_options->potfile_disable	0
TOP.5cf3f000.000edd26	user_options->progress_only	0
TOP.5cf3f000.000edd26	user_options->quiet	0
TOP.5cf3f000.000edd26	user_options->remove	0
TOP.5cf3f000.000edd26	user_options->remove_timer	60
TOP.5cf3f000.000edd26	user_options->restore	0
TOP.5cf3f000.000edd26	user_options->restore_disable	0
TOP.5cf3f000.000edd26	user_options->restore_timer	60
TOP.5cf3f000.000edd26	user_options->rp_files_cnt	0
TOP.5cf3f000.000edd26	user_options->rp_gen	0
TOP.5cf3f000.000edd26	user_options->rp_gen_func_max	4
TOP.5cf3f000.000edd26	user_options->rp_gen_func_min	1
TOP.5cf3f000.000edd26	user_options->rp_gen_seed	0
TOP.5cf3f000.000edd26	user_options->runtime	0
TOP.5cf3f000.000edd26	user_options->scrypt_tmto	0
TOP.5cf3f000.000edd26	user_options->segment_size	33554432
TOP.5cf3f000.000edd26	user_options->self_test_disable	0
TOP.5cf3f000.000edd26	user_options->slow_candidates	0
TOP.5cf3f000.000edd26	user_options->show	0
